target_id,rank,sep,simbad_identifier,ra,pm_ra,dec,pm_dec,ra_d,dec_d,plx,rv,z,magB,magV,sp_type
7514,2,7.69,2MASS J19535150+1848059,19:53:51.501,~,+18:48:05.91,~,298.464587,+18.801642,~,-24.85,-0.000083,14.081,12.339,M0:
7515,2,7.69,2MASS J19535150+1848059,19:53:51.501,~,+18:48:05.91,~,298.464587,+18.801642,~,-24.85,-0.000083,14.081,12.339,M0:
7523,2,9.76,2MASS J19535064+1849075,19:53:50.641,~,+18:49:07.52,~,298.461004,+18.818756,~,-27.15,-0.000091,14.58,12.97,G...
7532,2,8.29,HAT 260-06934,03:49:05.397,~,+18:50:16.21,~,057.272488,+18.837836,~,~,~,~,~,~
7541,2,2.53,[WKS96] 42,04:37:26.872,~,+18:51:26.69,~,069.361967,+18.857414,~,~,~,12.89,11.66,K6
7541,3,3.07,[WKS96] 43,04:37:26.847,~,+18:51:22.50,~,069.361863,+18.856250,~,~,~,~,~,M0.5
7544,2,1.14,NLTT 867A,00:17:22.619,~,+18:51:34.10,~,004.344246,+18.859472,~,~,~,~,~,~
7544,3,1.15,BD+18 24,00:17:22.61819,532.54,+18:51:34.1866,-28.42,004.34424247,+18.85949628,21.28,~,~,12.00,10.70,K:
7545,2,0.16,NLTT 867A,00:17:22.619,~,+18:51:34.10,~,004.344246,+18.859472,~,~,~,~,~,~
7545,3,1.06,NLTT 867B,00:17:22.539,~,+18:51:33.88,~,004.343912,+18.859411,~,~,~,~,~,~
7546,2,0.1,NLTT 867A,00:17:22.619,~,+18:51:34.10,~,004.344246,+18.859472,~,~,~,~,~,~
7546,3,1.19,NLTT 867B,00:17:22.539,~,+18:51:33.88,~,004.343912,+18.859411,~,~,~,~,~,~
7558,2,0.66,NAME Osiris,22:03:10.8,~,+18:53:04,~,330.7950,+18.8844,~,~,~,~,~,~
7559,2,6.42,Cl* Melotte 25 LEID 25,04:16:12.56,~,+18:53:05.5,~,064.05233,+18.88486,~,38.02,0.000127,13.35,11.91,K5
7560,2,8.57,NSV 4279,08:51:39.844,~,+18:53:21.28,~,132.916017,+18.889244,~,~,~,~,~,~
7566,2,4.7,LP 415-543,04:20:27.0,~,+18:53:48,~,065.1125,+18.8967,~,~,~,15.34,~,~
7590,2,0.12,HD 285968,04:42:55.77497,656.85,+18:57:29.4043,-1116.20,070.73239572,+18.95816787,107.83,26.41,0.000088,11.49,9.951,M2.5V
7590,3,9.02,IRAS 04399+1852,04:42:56.10,~,+18:57:21.7,~,070.73375,+18.95603,~,~,~,~,~,~
7622,2,0.35,ADS 13670,20:18:30.61,~,+19:01:51.7,~,304.62754,+19.03103,~,~,~,~,~,~
7623,2,1.82,ADS 13670,20:18:30.61,~,+19:01:51.7,~,304.62754,+19.03103,~,~,~,~,~,~
7624,2,3.16,** GRV 204,04:07:07.22,~,+19:02:16.5,~,061.78008,+19.03792,~,~,~,~,~,~
7637,2,2.32,HD 180054,19:14:15.66742,29.12,+19:03:50.4521,-26.82,288.56528093,+19.06401447,14.88,-8.40,-0.000028,8.36,7.87,F8
7638,2,1.79,TYC 1607-899-2,19:14:15.537,32.2,+19:03:49.26,-26.8,288.564738,+19.063683,~,~,~,10.21,9.42,~
7639,2,2.14,TYC 1607-899-2,19:14:15.537,32.2,+19:03:49.26,-26.8,288.564738,+19.063683,~,~,~,10.21,9.42,~
7655,2,1.44,* ksi Boo A,14:51:23.286,139,+19:06:02.25,-99,222.847025,+19.100625,149.26,1.9,0.000006,5.40,4.675,G7Ve
7655,3,6.88,* ksi Boo B,14:51:23.052,89.7,+19:06:06.77,-147.3,222.846050,+19.101881,149.26,2.9,0.000010,7.981,6.816,K5Ve
7657,2,1.31,* ksi Boo,14:51:23.37993,154.98,+19:06:01.6994,-66.43,222.84741637,+19.10047205,148.98,1.59,0.000005,5.370,4.593,G7Ve+K5Ve
7657,3,5.57,* ksi Boo B,14:51:23.052,89.7,+19:06:06.77,-147.3,222.846050,+19.101881,149.26,2.9,0.000010,7.981,6.816,K5Ve
7658,2,5.65,* ksi Boo A,14:51:23.286,139,+19:06:02.25,-99,222.847025,+19.100625,149.26,1.9,0.000006,5.40,4.675,G7Ve
7658,3,6.92,* ksi Boo,14:51:23.37993,154.98,+19:06:01.6994,-66.43,222.84741637,+19.10047205,148.98,1.59,0.000005,5.370,4.593,G7Ve+K5Ve
7665,2,0.06,HD 28139A,04:27:00.622,94.0,+19:07:03.55,-129.6,066.752592,+19.117653,~,~,~,8.40,7.88,~
7665,3,6.62,HD 28139B,04:27:00.612,99.8,+19:06:56.88,-126.8,066.752550,+19.115800,~,~,~,9.81,9.129,~
7666,2,2.43,CCDM J10151+1907AB,10:15:08.66819,-30.86,+19:07:27.4915,-5.38,153.78611745,+19.12430320,4.25,~,~,8.2,8.0,F2
7667,2,1.28,CCDM J10151+1907AB,10:15:08.66819,-30.86,+19:07:27.4915,-5.38,153.78611745,+19.12430320,4.25,~,~,8.2,8.0,F2
7668,2,2.38,TYC 1422-1184-1,10:15:08.506,-33.6,+19:07:27.00,-4.4,153.785442,+19.124167,~,~,~,9.71,9.18,~
7669,2,7.69,IRAS 18597+1903,19:01:57.3,~,+19:07:24,~,285.4886,+19.1233,~,~,~,~,~,~
7676,2,0.1,BD+18 4254A,19:48:58.653,~,+19:08:31.40,~,297.244388,+19.142056,~,~,~,5.1,5.0,A1V
7676,3,0.1,BD+18 4254B,19:48:58.653,~,+19:08:31.40,~,297.244388,+19.142056,~,~,~,6.4,6.04,A3V
7676,4,0.33,"WDS J19490+1909AB,C",19:48:58.65,~,+19:08:31.1,~,297.24438,+19.14197,~,~,~,~,~,~
7676,5,0.69,PMSC 19445+1853,19:48:58.7,~,+19:08:31,~,297.2446,+19.1419,~,~,~,~,~,~
7676,6,0.85,IRAS 19467+1900,19:48:58.68,~,+19:08:32.2,~,297.24450,+19.14228,~,~,~,~,~,~
7676,7,7.82,* zet Sge C,19:48:58.23,~,+19:08:36.3,~,297.24263,+19.14342,~,-16.69,-0.000056,9.49,9.03,F5
7677,2,7.86,IRAS 19467+1900,19:48:58.68,~,+19:08:32.2,~,297.24450,+19.14228,~,~,~,~,~,~
7677,3,8.04,BD+18 4254A,19:48:58.653,~,+19:08:31.40,~,297.244388,+19.142056,~,~,~,5.1,5.0,A1V
7677,4,8.04,BD+18 4254B,19:48:58.653,~,+19:08:31.40,~,297.244388,+19.142056,~,~,~,6.4,6.04,A3V
7677,5,8.15,* zet Sge,19:48:58.65978,17.63,+19:08:31.3516,26.27,297.24441574,+19.14204210,12.79,-16.60,-0.000055,5.10,5.00,A3V
7677,6,8.21,"WDS J19490+1909AB,C",19:48:58.65,~,+19:08:31.1,~,297.24438,+19.14197,~,~,~,~,~,~
7677,7,8.81,PMSC 19445+1853,19:48:58.7,~,+19:08:31,~,297.2446,+19.1419,~,~,~,~,~,~
7678,2,0.76,CCDM J19210+1909A,19:20:59.85,~,+19:08:43.4,~,290.24937,+19.14539,~,~,~,~,~,~
7678,3,1.49,BD+18 4043B,19:20:59.990,70.9,+19:08:43.44,67.0,290.249958,+19.145400,~,~,~,~,8.7,~
7679,2,4.37,ADS 12336 AB,19:20:59.89106,62.26,+19:08:43.9408,63.15,290.24954608,+19.14553910,15.95,-47.00,-0.000157,9.9,6.7,F5
7679,3,5.85,BD+18 4043B,19:20:59.990,70.9,+19:08:43.44,67.0,290.249958,+19.145400,~,~,~,~,8.7,~
7686,2,0.62,* gam Her A,16:21:55.242,-47.4,+19:09:10.88,43.8,245.480175,+19.153022,~,~,~,4.004,3.726,~
7686,3,7.78,* gam Her D,16:21:55.251,~,+19:09:03.54,~,245.480213,+19.150983,~,~,~,~,~,~
7699,2,0.13,HD 111845,12:51:54.80465,-79.44,+19:10:19.8823,5.73,192.97835272,+19.17218954,4.52,-3.50,-0.000012,7.55,7.28,kA3hF0VmF2
7705,2,0.1,* eps Tau b,04:28:37.00,~,+19:10:49.5,~,067.15417,+19.18042,~,~,~,~,~,~
7707,2,9.39,1RXS J043855.1+191100,04:38:55.10,~,+19:11:00.0,~,069.72958,+19.18333,~,~,~,~,~,~
7710,2,0.17,BD+18 122A,00:54:35.22,~,+19:11:18.4,~,013.64675,+19.18844,~,~,~,6.1,~,A0V
7710,3,1.08,BD+18 122B,00:54:35.2,~,+19:11:18,~,013.6465,+19.1883,~,~,~,7.2,~,A4V
7739,2,0.03,EPIC 202062417,06:30:28.992,~,+19:17:07.19,~,097.620800,+19.285331,~,~,~,~,~,~
7740,2,0.1,** STF 1919,15:12:43.48,~,+19:17:09.8,~,228.18117,+19.28606,~,~,~,~,~,~
7745,2,0.98,* gam02 Ari,01:53:31.768,80,+19:17:38.68,-104,028.382367,+19.294078,21   ,-0.6,-0.000002,4.49,4.52,kA0hA3(IV)SiSr
7745,3,8.39,* gam01 Ari,01:53:31.772,79,+19:17:46.27,-112,028.382383,+19.296186,~,3.7,0.000012,4.56,4.70,B9.5IV
7748,2,3.62,* gam Ari,01:53:31.81479,79.20,+19:17:37.8790,-97.63,028.38256161,+19.29385527,19.88,-0.60,-0.000002,3.84,3.88,kA0hA3(IV)SiSr+B9.5IV
7748,3,4.8,* gam01 Ari,01:53:31.772,79,+19:17:46.27,-112,028.382383,+19.296186,~,3.7,0.000012,4.56,4.70,B9.5IV
7749,2,6.76,* gam02 Ari,01:53:31.768,80,+19:17:38.68,-104,028.382367,+19.294078,21   ,-0.6,-0.000002,4.49,4.52,kA0hA3(IV)SiSr
7749,3,7.52,* gam Ari,01:53:31.81479,79.20,+19:17:37.8790,-97.63,028.38256161,+19.29385527,19.88,-0.60,-0.000002,3.84,3.88,kA0hA3(IV)SiSr+B9.5IV
7754,2,0.05,Ross 733,19:14:39.15683,-617.45,+19:19:03.7096,433.25,288.66315347,+19.31769711,52.40,-80.9,-0.000270,12.964,11.536,M4.5V
7754,3,9.15,2E 1912.5+1913,19:14:39.80,~,+19:19:05.0,~,288.66583,+19.31806,~,~,~,~,~,~
7767,2,7.64,HD 250792,06:03:14.86078,664.05,+19:21:38.6832,-622.42,090.81191990,+19.36074535,16.81,-191.33,-0.000638,9.898,9.310,G0V
7767,3,7.64,** LDS 6195,06:03:14.86,~,+19:21:38.7,~,090.81192,+19.36075,~,~,~,~,~,G0V+M1
7770,2,0.02,HD 250792,06:03:14.86078,664.05,+19:21:38.6832,-622.42,090.81191990,+19.36074535,16.81,-191.33,-0.000638,9.898,9.310,G0V
7770,3,6.94,BD+19 1185B,06:03:14.458,671,+19:21:34.72,-620,090.810242,+19.359644,~,-191.33,-0.000638,14.854,13.814,M1
7773,2,0.95,HD 353172,20:53:08.0398,-2.8,+19:21:52.766,-10.1,313.2834992,+19.3646572,~,~,~,11.52,10.98,F2
7777,2,0.06,HD 17332,02:47:27.42146,117.91,+19:22:18.5443,-161.81,041.86425609,+19.37181785,29.80,4.43,0.000015,7.55,6.87,G1V+G5V
7777,3,3.52,HD 17332B,02:47:27.227,129.3,+19:22:20.82,-169.3,041.863446,+19.372450,~,5.31,0.000018,8.90,8.170,G5V
7778,2,0.98,HD 17332,02:47:27.42146,117.91,+19:22:18.5443,-161.81,041.86425609,+19.37181785,29.80,4.43,0.000015,7.55,6.87,G1V+G5V
7778,3,2.59,HD 17332B,02:47:27.227,129.3,+19:22:20.82,-169.3,041.863446,+19.372450,~,5.31,0.000018,8.90,8.170,G5V
7779,2,3.68,HD 17332A,02:47:27.421,115.2,+19:22:18.56,-159.4,041.864254,+19.371822,~,4.35,0.000015,8.045,7.45,G1V
7779,3,3.7,HD 17332,02:47:27.42146,117.91,+19:22:18.5443,-161.81,041.86425609,+19.37181785,29.80,4.43,0.000015,7.55,6.87,G1V+G5V
7785,2,0.23,V* CU Cnc,08:31:37.56505,-254.94,+19:23:39.4166,-94.98,127.90652105,+19.39428238,90.37,-32.10,-0.000107,12.83,12.05,M5Ve
7790,2,0.66,** STTA 112,11:54:32.1,~,+19:24:40,~,178.6337,+19.4111,~,~,~,~,~,~
7795,2,0.71,[ZEH2003] RX J1401.9+1925 1,14:01:57.7,~,+19:25:49,~,210.4904,+19.4303,~,~,~,10.2,~,~
7796,2,1.73,PMSC 08374+1948,08:43:06.0,~,+19:26:16,~,130.7750,+19.4378,~,~,~,~,~,~
7802,2,6.34,LP 19-650,04:03:38.59,~,+19:27:19.2,~,060.91079,+19.45533,~,~,~,11.64,10.34,~
7813,2,2.61,** LDS 968,14:42:33.81,~,+19:28:48.6,~,220.64087,+19.48017,~,~,~,~,~,~
7814,2,0.06,HR 5740,15:25:53.26905,-54.91,+19:28:50.5599,-5.39,231.47195436,+19.48071108,24.24,-6.8,-0.000023,6.855,6.256,G0IV-V
7821,2,8.84,1RXS J043641.8+192932,04:36:41.80,~,+19:29:32.5,~,069.17417,+19.49236,~,~,~,~,~,~
7822,2,9.18,1RXS J043641.8+192932,04:36:41.80,~,+19:29:32.5,~,069.17417,+19.49236,~,~,~,~,~,~
7823,2,9.6,1RXS J043641.8+192932,04:36:41.80,~,+19:29:32.5,~,069.17417,+19.49236,~,~,~,~,~,~
7831,2,0.49,[ZEH2003] RX J1026.9+1930 2,10:26:54.2,~,+19:30:45,~,156.7258,+19.5125,~,~,~,~,~,~
7837,2,0.13,NAME T Tau Sc,04:21:59.423,~,+19:32:06.31,~,065.497596,+19.535086,~,~,~,~,~,~
7837,3,0.16,NAME T TAU N,04:21:59.420,~,+19:32:06.48,~,065.497583,+19.535133,~,~,~,~,9.6,K
7837,4,0.54,NAME T Tau Sr,04:21:59.41,~,+19:32:05.9,~,065.49754,+19.53498,~,~,~,~,~,~
7837,5,0.57,[CBS82] 041904.240+192504.49,04:21:59.404,~,+19:32:05.96,~,065.497517,+19.534989,~,~,~,~,~,~
7837,6,0.58,NAME BURNHAM'S Nebula,04:21:59.4,~,+19:32:06,~,065.4975,+19.5350,~,~,~,~,~,~
7837,7,0.95,NAME T TAU S,04:21:59.371,~,+19:32:05.95,~,065.497379,+19.534986,~,~,~,~,~,K7
7837,8,0.95,NAME T Tau Sb,04:21:59.371,~,+19:32:05.95,~,065.497379,+19.534986,~,~,~,~,~,M1
7837,9,0.95,NAME T Tau Sa,04:21:59.371,~,+19:32:05.95,~,065.497379,+19.534986,~,~,~,~,~,~
7838,2,0.3,** BKO 34,08:39:50.7,~,+19:32:27,~,129.9612,+19.5408,~,~,~,~,~,~
7846,2,1.73,** S 571,08:39:56.5,~,+19:33:11,~,129.9854,+19.5531,~,~,~,~,~,~
7850,2,0.9,CCDM J12051+1933A,12:05:07.04,~,+19:33:14.8,~,181.27933,+19.55411,~,~,~,~,11.5,~
7877,2,6.39,RX J1253.0+1936,12:53:03.398,~,+19:36:18.00,~,193.264158,+19.605000,~,~,~,~,~,~
7879,2,5.67,LP 19-672,04:09:09.57,~,+19:36:32.8,~,062.28988,+19.60911,~,~,~,5.1,~,~
7906,2,0.08,BD+20 3138B,15:41:33.055,~,+19:40:13.44,~,235.387729,+19.670400,~,~,~,5.3,5.22,A1V
7906,3,0.08,* iot Ser,15:41:33.05469,-60.86,+19:40:13.4380,-43.69,235.38772788,+19.67039944,17.16,-17.2,-0.000057,4.567,4.509,A1V
7906,4,0.58,IRAS 15393+1949,15:41:33.03,~,+19:40:13.0,~,235.38763,+19.67028,~,~,~,~,~,~
7906,5,0.82,PMSC 15371+2000,15:41:33.1,~,+19:40:14,~,235.3879,+19.6706,~,~,~,~,~,~
7910,2,0.1,BD+19 689A,04:17:01.22,~,+19:40:32.6,~,064.25508,+19.67572,~,~,~,7.5,7.1,F4V
7910,3,0.73,BD+19 689B,04:17:01.3,~,+19:40:33,~,064.2553,+19.6757,~,~,~,~,~,F6V
7930,2,0.23,CCDM J21543+1943BC,21:54:18.91601,-15.88,+19:42:57.5535,-31.79,328.57881672,+19.71598709,26.59,1.30,0.000004,9.0,8.8,~
7938,2,0.03,TYC 1642-222-1,20:43:38.822,32.3,+19:43:40.71,-11.6,310.911758,+19.727975,~,~,~,8.83,8.25,~
7938,3,7.09,BD+19 4495B,20:43:38.395,30.9,+19:43:44.47,-9.7,310.909979,+19.729019,~,~,~,9.64,8.85,G5
7940,2,7.49,HD 197518,20:43:38.82037,27.43,+19:43:40.7190,-11.94,310.91175153,+19.72797751,4.18,-2.8,-0.000009,8.76,8.26,G5
7940,3,7.52,TYC 1642-222-1,20:43:38.822,32.3,+19:43:40.71,-11.6,310.911758,+19.727975,~,~,~,8.83,8.25,~
7951,2,6.1,GJ 1116 A,08:58:15.125,~,+19:45:47.02,~,134.563021,+19.763061,~,14,0.000047,~,13.93,M8Ve
7951,3,6.14,GJ 1116 B,08:58:15.128,-862,+19:45:47.03,-54,134.563033,+19.763064,190   ,13,0.000043,~,13.75,M7V
