prog_id,target_name,target_id
99,ACT3025667,30335
99,ACT3029257,31566
99,ACT3031053,31299
99,ACT3039508,31241
99,ACT3048323,30942
99,ACT3048359,30366
99,ACT3048565,30465
99,ACT3048779,30419
99,ACT3049148,30308
99,ACT3049427,30314
99,ACT3050000,30898
99,ACT3050042,30667
99,ACT3051134,31762
99,ACT3051804,30248
99,ACT3051958,30273
99,ACT3052047,30977
99,ACT3052117,30413
99,ACT3052282,30758
99,ACT3052936,30771
99,ACT3053621,30358
99,ACT3053977,31108
99,ACT3054257,30408
99,ACT3054680,31106
99,ACT3054805,31507
99,ACT3054827,30201
99,ACT3055208,30784
99,ACT3055268,31340
99,ACT3055375,31086
99,ACT3055478,31227
99,ACT3055633,30463
99,ACT3055678,30989
99,ACT3055788,30953
99,ACT3055795,31493
99,ACT3056017,30698
99,ACT3056032,31606
99,ACT3056148,30328
99,ACT3056264,30900
99,ACT3056511,31450
99,ACT3056590,30254
99,ACT3057494,31481
99,ACT3057869,31667
99,ACT3057964,31580
99,ACT3058015,30307
99,ACT3058029,30705
99,ACT3058426,30295
99,ACT3059832,30796
99,ACT3060831,30198
99,ACT3061171,31438
99,ACT3061568,30274
99,ACT3062050,30979
99,ACT3062466,31737
99,ACT3062708,30755
99,ACT3063728,31293
99,ACT3063909,30789
99,ACT3063953,30387
99,ACT3065730,30331
99,ACT3065905,31322
99,ACT3066638,30258
99,ACT3068082,31514
99,ACT3068154,31577
99,ACT3068175,31501
99,ACT3068230,31442
99,ACT3068798,31344
99,ACT3069178,31447
99,ACT3069181,31323
99,ACT3069257,31531
99,ACT3069976,30972
99,ACT3070480,31494
99,ACT3070600,31643
99,ACT3070629,31195
99,ACT3070658,31149
99,ACT3070722,31047
99,ACT3070794,31177
99,ACT3070883,31488
99,ACT3070891,31296
99,ACT3070972,30970
99,ACT3071039,31063
99,ACT3071070,30987
99,ACT3071146,31349
99,ACT3071189,31615
99,ACT3071240,31623
99,ACT3071264,31663
99,ACT3071342,31460
99,ACT3071389,31678
99,ACT3071409,31451
99,ACT3071438,31636
99,ACT3071497,31000
99,ACT3071514,31303
99,ACT3071560,31204
99,ACT3071567,31072
99,ACT3071591,31572
99,ACT3071597,31428
99,ACT3071628,31551
99,ACT3071705,31562
99,ACT3071780,31576
99,ACT3071813,31138
99,ACT3071814,31113
99,ACT3071820,31604
99,ACT3072181,31525
99,ACT3072236,31157
99,ACT3072340,30869
99,ACT3072396,31503
99,ACT3072420,31433
99,ACT3072426,30863
99,ACT3072564,31194
99,ACT3072736,31583
99,ACT3072756,31540
99,ACT3072897,31003
99,ACT3072904,31621
99,ACT3073000,30834
99,ACT3073107,31046
99,ACT3073128,30896
99,ACT3073142,31526
99,ACT3073143,31124
99,ACT3073345,31574
99,ACT3073362,31458
99,ACT3073521,31734
99,ACT3073529,31509
99,ACT3073539,31486
99,ACT3073563,31165
99,ACT3073574,31523
99,ACT3073656,30873
99,ACT3073878,31454
99,ACT3073909,31034
99,ACT3074050,31746
99,ACT3074067,31105
99,ACT3074081,31740
99,ACT3074087,30906
99,ACT3074160,30914
99,ACT3074241,31642
99,ACT3074293,31603
99,ACT3074352,31719
99,ACT3074357,30945
99,ACT3074463,31573
99,ACT3074524,30932
99,ACT3074532,31346
99,ACT3074586,31358
99,ACT3074616,31217
99,ACT3074622,30333
99,ACT3074674,31121
99,ACT3074827,31015
99,ACT3074835,30985
99,ACT3075036,31136
99,ACT3075040,31732
99,ACT3075058,31147
99,ACT3075083,31224
99,ACT3075256,31688
99,ACT3076521,30453
99,ACT3083492,31212
99,ACT3086208,30377
99,ACT3112839,31099
99,ACT3114378,30460
99,ACT3124269,30243
99,ACT3126991,30311
99,ACT3135742,30734
99,ACT3144018,30901
99,ACT3148129,31248
99,ACT3148363,30040
99,ACT3150294,30781
99,ACT3151307,30954
99,ACT3151312,30958
99,ACT3151354,31061
99,ACT3151508,31592
99,ACT3151524,31355
99,ACT3151530,31352
99,ACT3151596,31169
99,ACT3151608,31164
99,ACT3151716,31459
99,ACT3151834,31618
99,ACT3151843,31631
99,ACT3151939,30912
99,ACT3151964,31476
99,ACT3151995,30856
99,ACT3152000,31637
99,ACT3152001,30845
99,ACT3152032,31143
99,ACT3152239,30963
99,ACT3152242,31444
99,ACT3152243,31443
99,ACT3152354,31546
99,ACT3152357,31485
99,ACT3152367,31490
99,ACT3152491,31014
99,ACT3152500,31017
99,ACT3152735,32355
99,ACT3152736,32342
99,ACT3152740,31840
99,ACT3152742,32319
99,ACT3152757,32206
99,ACT3152761,32317
99,ACT3152767,32209
99,ACT3152831,32310
99,ACT3152882,31985
99,ACT3152908,32343
99,ACT3152951,31771
99,ACT3152999,31986
99,ACT3153010,32296
99,ACT3153014,31801
99,ACT3153016,31808
99,ACT3153021,32297
99,ACT3153025,32507
99,ACT3153217,31616
99,ACT3153233,31982
99,ACT3153397,31760
99,ACT3153444,32320
99,ACT3153498,32376
99,ACT3153499,32371
99,ACT3153585,32230
99,ACT3153607,32455
99,ACT3153769,31984
99,ACT3153771,31870
99,ACT3153772,31979
99,ACT3153776,31874
99,ACT3153795,31937
99,ACT3153820,32395
99,ACT3153844,32286
99,ACT3153846,32498
99,ACT3153963,32224
99,ACT3153983,31739
99,ACT3153990,32018
99,ACT3153997,32016
99,ACT3154020,31887
99,ACT3154043,32378
99,ACT3154044,31725
99,ACT3154052,32375
99,ACT3154131,31841
99,ACT3154176,32348
99,ACT3154179,32344
99,ACT3154366,31703
99,ACT3154372,32478
99,ACT3154405,32131
99,ACT3154414,32127
99,ACT3154440,32088
99,ACT3155032,31677
99,ACT3155415,31653
99,ACT3155423,31652
99,ACT3237154,32303
99,ACT3237266,32090
99,ACT3238508,32591
99,ACT3243925,32256
99,ACT3264008,32490
99,ACT3275876,31960
99,ACT3277391,31956
99,ACT3286427,31877
99,ACT3286665,31967
99,ACT3286671,31951
99,ACT3287016,31994
99,ACT3287495,32004
99,ACT3287571,32029
99,ACT3288511,32091
99,ACT3288520,32061
99,ACT3288738,32041
99,ACT3288744,31999
99,ACT3292617,32111
99,ACT3292637,31981
99,ACT3292719,31987
99,ACT3292869,31751
99,ACT3292927,32002
99,ACT3293159,31957
99,ACT3293330,31813
99,ACT3293618,32132
99,ACT3293690,31958
99,ACT3293713,32185
99,ACT3293719,32012
99,ACT3293782,31889
99,ACT3294092,32198
99,ACT3294369,31882
99,ACT3294517,31905
99,ACT3294644,31993
99,ACT3294792,31912
99,ACT3294823,32078
99,ACT3294826,32117
99,ACT3294864,31961
99,ACT3294876,31940
99,ACT3294904,31807
99,ACT3294996,32235
99,ACT3295051,32089
99,ACT3295080,31827
99,ACT3295132,31754
99,ACT3295393,32180
99,ACT3295487,32035
99,ACT3295588,32042
99,ACT3295690,31831
99,ACT3295910,31782
99,ACT3296012,32167
99,ACT3296330,32182
99,ACT3296334,32079
99,ACT3296335,31805
99,ACT3296760,32200
99,ACT3297118,32145
99,ACT3297142,32010
99,ACT3297194,31899
99,ACT3297215,32092
99,ACT3297420,32015
99,ACT3297875,32155
99,ACT3297907,31906
99,ACT3298022,31954
99,ACT3298272,31932
99,ACT3298275,31816
99,ACT3298337,32100
99,ACT3298603,32161
99,ACT3298937,31806
99,ACT3299166,31894
99,ACT3299515,31911
99,ACT3299762,31962
99,ACT3299947,31799
99,ACT3300135,31867
99,ACT3300552,31998
99,ACT3300554,31901
99,ACT3312274,31880
99,ACT3328973,32456
99,ACT3329061,32471
99,ACT3334617,31859
99,ACT3335380,32197
99,ACT3341218,32365
99,ACT3345859,32240
99,ACT3353571,31779
99,ACT3357575,32212
99,ACT3357655,31991
99,ACT3357662,31997
99,ACT3357824,32134
99,ACT3357838,32130
99,ACT3357971,32144
99,ACT3357984,32346
99,ACT3358036,32252
99,ACT3402524,32630
99,ACT3420245,32753
99,ACT3420826,32665
99,ACT3506144,32773
99,ACT3514233,33138
99,ACT3528634,33035
99,ACT3555186,32939
99,ACT3562186,32781
99,ACT3570018,32864
99,ACT3627337,33196
99,ACT3679905,33182
99,ACT3683944,33103
99,ACT3683948,33100
99,ACT3683952,33102
99,ACT3711467,32793
99,ACT3777284,32797
99,ACT3825966,32994
99,ACT3861829,32750
99,ACT3897230,32887
99,ACT3947437,32803
99,ACT3971953,32982
99,ACT4058330,33256
99,ACT4069483,33211
99,ACT4084579,33255
99,ACT4188318,33537
99,ACT4213959,33524
99,ACT4232324,33456
99,ACT4234813,33522
99,ACT4365028,33281
99,ACT4410733,33776
99,ACT4415049,33906
99,ACT4423575,33703
99,ACT4424895,33705
99,ACT4427999,33732
99,ACT4489321,33855
99,ACT4575940,33844
99,ACT4602371,33746
14,AD2559,18666
105,ADAri,7339
65,ADBOO,10145
62,ADBoo,10145
98,ADCap,28419
105,ADCet,26151
14,ADLEO,8000
53,ADLEO,8000
54,ADLEO,8000
105,ADLeo,8000
14,ADPER,21993
105,ADPer,21993
86,ADS00009A,663
86,ADS00009AB,662
86,ADS00009B,661
86,ADS00040,12705
86,ADS00041A,18850
86,ADS00041AB,18851
86,ADS00041B,18852
86,ADS00048A,18893
86,ADS00048B,18891
86,ADS00060A,7165
86,ADS00060AB,7164
86,ADS00060B,7163
86,ADS00061A,22337
86,ADS00061AB,22338
86,ADS00061B,22339
86,ADS00069A,12253
86,ADS00102AB,23616
86,ADS00108B,18568
86,ADS00118A,2673
86,ADS00118AB,2674
86,ADS00118B,2675
86,ADS00147,11950
86,ADS00176,22648
86,ADS00191A,2786
86,ADS00191B,2784
86,ADS00215A,18118
86,ADS00215B,18119
86,ADS00218A,21516
86,ADS00218B,21517
86,ADS00220A,15382
86,ADS00220AB,15381
86,ADS00220B,15379
86,ADS00221,15324
86,ADS00237A,6370
86,ADS00237B,6367
86,ADS00238AB,2808
86,ADS00238ABC,2807
86,ADS00238C,2805
86,ADS00241A,93
86,ADS00241B,92
86,ADS00246A,18251
86,ADS00246B,18253
86,ADS00246C,18248
86,ADS00277AB,18787
86,ADS00283A,23196
86,ADS00283AB,23197
86,ADS00283B,23198
86,ADS00285A,13897
86,ADS00285AB,13898
86,ADS00285B,13899
86,ADS00287AB,3712
86,ADS00302A,29952
86,ADS00302BC,29951
86,ADS00328AB,20885
86,ADS00342A,8280
86,ADS00342AB,8279
86,ADS00342B,8278
86,ADS00404AB,8182
86,ADS00416AB,19516
86,ADS00426A,26788
86,ADS00426BC,26787
86,ADS00435A,27155
86,ADS00440A,23164
86,ADS00440B,23163
86,ADS00443A,22323
86,ADS00443AB,22322
86,ADS00443B,22321
86,ADS00449AP,2196
86,ADS00449B,2198
86,ADS00450AB,25316
86,ADS00450ABC,25315
86,ADS00450C,25314
86,ADS00463AB,16834
86,ADS00470A,22910
86,ADS00470B,22911
86,ADS00486B,15461
86,ADS00490A,24863
86,ADS00490AB,24864
86,ADS00491AB,4326
86,ADS00497A,12668
86,ADS00497B,12669
86,ADS00520AB,30249
86,ADS00553A,15447
86,ADS00553B,15446
86,ADS00566A,26015
86,ADS00566B,26014
86,ADS00588,1255
86,ADS00588A,1256
86,ADS00588B,1254
86,ADS00627A,18058
86,ADS00627AB,18057
86,ADS00627B,18056
86,ADS00630A,21587
86,ADS00630AB,21588
86,ADS00630B,21589
86,ADS00636AB,28547
86,ADS00671A,22232
86,ADS00671B,22233
86,ADS00673AB,7423
86,ADS00683A,11523
86,ADS00683AB,11524
86,ADS00683B,11525
86,ADS00684AB,20562
86,ADS00684C,20563
86,ADS00713,27714
86,ADS00716A,29899
86,ADS00716AB,29900
86,ADS00716B,29901
86,ADS00725A,3252
86,ADS00735A,21092
86,ADS00735B,21091
86,ADS00737A,23266
86,ADS00737B,23267
86,ADS00739,20687
86,ADS00746AB,7709
86,ADS00755AB,9539
86,ADS00805AB,8590
86,ADS00806A,28331
86,ADS00806B,28332
86,ADS00819AB,23968
86,ADS00822AB,24162
86,ADS00824A,18564
86,ADS00824B,18563
86,ADS00828AB,4453
86,ADS008569AB,13332
86,ADS00860A,29762
86,ADS00860B,29761
86,ADS00862A,19457
86,ADS00862AB,19456
86,ADS00862B,19455
86,ADS00895A,5898
86,ADS00895B,5897
86,ADS00896,8490
86,ADS00899A,8619
86,ADS00899B,8616
86,ADS00920A,3972
86,ADS00920B,3971
86,ADS00923A,24314
86,ADS00923AB,24313
86,ADS00923B,24311
86,ADS00959AB,29502
86,ADS00972A,3122
86,ADS00974AB,17390
86,ADS00996A,2384
86,ADS00996B,2386
86,ADS00999AB,22756
86,ADS01016,3240
86,ADS01028B,16215
86,ADS01029A,24177
86,ADS01029AB,24178
86,ADS01029B,24175
86,ADS01030AB,23641
86,ADS01055A,15687
86,ADS01055B,15688
86,ADS01057A,24044
86,ADS01057B,24047
86,ADS01066A,30542
86,ADS01066AB,30541
86,ADS01066B,30540
86,ADS01080A,15384
86,ADS01080AB,15383
86,ADS01080B,15380
86,ADS01087A,28368
86,ADS01087AB,28367
86,ADS01087B,28366
86,ADS01089A,21814
86,ADS01089AB,21815
86,ADS01089B,21816
86,ADS01104A,4956
86,ADS01104B,4957
86,ADS01106A,29197
86,ADS01106B,29196
86,ADS01126AB,18833
86,ADS01131A,25625
86,ADS01134A,13391
86,ADS01134B,13390
86,ADS01158AB,1635
86,ADS01171A,28742
86,ADS01171B,28743
86,ADS01189AB,19531
86,ADS01199AB,5866
86,ADS01223AB,27376
86,ADS01238A,4879
86,ADS01238B,4881
86,ADS01254A,2413
86,ADS01254AB,2414
86,ADS01254B,2415
86,ADS01306A,24545
86,ADS01306B,24547
86,ADS01315AB,20366
86,ADS01315C,20367
86,ADS01350A,17825
86,ADS01350B,17824
86,ADS01358A,29764
86,ADS01358B,29763
86,ADS01359AB,22157
86,ADS01360,3126
86,ADS01368A,16752
86,ADS01368AB,16753
86,ADS01368B,16754
86,ADS01369A,3077
86,ADS01369B,3078
86,ADS01371AB,22028
86,ADS01373A,19074
86,ADS01373B,19075
86,ADS01374A,18151
86,ADS01374B,18150
86,ADS01400AB,18858
86,ADS01421A,22672
86,ADS01421B,22671
86,ADS01425A,18966
86,ADS01425B,18965
86,ADS01431A,6270
86,ADS01431AB,6271
86,ADS01431B,6272
86,ADS01438A,19653
86,ADS01438AB,19652
86,ADS01438B,19651
86,ADS01438C,19650
86,ADS01447A,29009
86,ADS01447AB,29008
86,ADS01447B,29007
86,ADS01448A,1074
86,ADS01448B,1075
86,ADS01451AB,27962
86,ADS01473BA,10152
86,ADS01475A,18892
86,ADS01475B,18889
86,ADS01500A,15647
86,ADS01500AB,15646
86,ADS01500B,15644
86,ADS01503A,5919
86,ADS01503AB,5918
86,ADS01503B,5917
86,ADS01505A,28611
86,ADS01505AB,28612
86,ADS01505B,28613
86,ADS01507A,7744
86,ADS01507AB,7747
86,ADS01507B,7748
86,ADS01518A,18744
86,ADS01518B,18743
86,ADS01530,906
86,ADS01538A,556
86,ADS01538AB,557
86,ADS01538B,558
86,ADS01542A,19268
86,ADS01542AB,19266
86,ADS01542B,19265
86,ADS01548AB,13182
86,ADS01557A,15440
86,ADS01557B,15438
86,ADS01560A,17441
86,ADS01560B,17442
86,ADS01581A,29938
86,ADS01581B,29937
86,ADS01598AB,23360
86,ADS01605,6400
86,ADS01613AB,15424
86,ADS01613ABC,15423
86,ADS01613C,15422
86,ADS01620A,19921
86,ADS01620AB,19920
86,ADS01620B,19919
86,ADS01630A,17715
86,ADS01630BC,17716
86,ADS01631,10809
86,ADS01631A,10808
86,ADS01631B,10810
86,ADS01632,22678
86,ADS01683A,16414
86,ADS01683B,16415
86,ADS01687A,27681
86,ADS01687B,27680
86,ADS01689A,5261
86,ADS01689AB,5260
86,ADS01689B,5259
86,ADS01696A,9702
86,ADS01696AB,9701
86,ADS01696B,9700
86,ADS01703A,24508
86,ADS01703B,24511
86,ADS01709A,19491
86,ADS01709AB,19492
86,ADS01709B,19493
86,ADS01729BA,2100
86,ADS01733A,28977
86,ADS01733AB,28978
86,ADS01733B,28979
86,ADS01737AB,22791
86,ADS01747AB,15735
86,ADS01747C,15738
86,ADS01752A,12142
86,ADS01752B,12136
86,ADS01757A,16067
86,ADS01757AB,16066
86,ADS01757B,16064
86,ADS01762,16528
86,ADS01765AB,22676
86,ADS01774A,17944
86,ADS01774B,17943
86,ADS01778A,24685
86,ADS01778B,24684
86,ADS01786AB,17866
86,ADS01801A,2815
86,ADS01801AB,2814
86,ADS01801B,2813
86,ADS01816A,31130
86,ADS01816B,31129
86,ADS01847A,26922
86,ADS01848A,29716
86,ADS01848B,29715
86,ADS01851A,13297
86,ADS01851AB,13298
86,ADS01851B,13299
86,ADS01860A,23179
86,ADS01860AB,23178
86,ADS01860B,23177
86,ADS01865A,1334
86,ADS01865AB,1333
86,ADS01865B,1332
86,ADS01878A,21695
86,ADS01878AB,21694
86,ADS01878B,21693
86,ADS01885A,9155
86,ADS01885B,9153
86,ADS01892,29384
86,ADS01937B,22158
86,ADS01990A,27141
86,ADS01990AB,27140
86,ADS01990B,27139
86,ADS02005AB,24218
86,ADS02018A,22786
86,ADS02018B,22785
86,ADS02028AB,47
86,ADS02034AB,11075
86,ADS02046A,23976
86,ADS02056A,16255
86,ADS02056B,16256
86,ADS02068A,24489
86,ADS02079A,29513
86,ADS02079B,29516
86,ADS02080A,977
86,ADS02080AB,978
86,ADS02080B,979
86,ADS02081A,20168
86,ADS02081B,20169
86,ADS02082A,10664
86,ADS02082AB,10665
86,ADS02082B,10667
86,ADS02091A,12432
86,ADS02091AB,12433
86,ADS02091B,12434
86,ADS02098AP,30356
86,ADS02098B,30357
86,ADS02101,5437
86,ADS02111,25236
86,ADS02112A,20433
86,ADS02112AB,20432
86,ADS02112B,20431
86,ADS02117A,14854
86,ADS02117AB,14853
86,ADS02117B,14852
86,ADS02122A,7776
86,ADS02122AB,7777
86,ADS02122B,7778
86,ADS02128A,13195
86,ADS02128AB,13196
86,ADS02128B,13197
86,ADS02151A,6877
86,ADS02151AB,6876
86,ADS02151B,6875
86,ADS02156A,26906
86,ADS02156AB,26907
86,ADS02156B,26909
86,ADS02158A,12933
86,ADS02163A,2843
86,ADS02163B,2842
86,ADS02173,18953
86,ADS02204A,23424
86,ADS02204AB,23425
86,ADS02204B,23426
86,ADS02218A,11177
86,ADS02218B,11176
86,ADS02218C,11175
86,ADS02231AB,31062
86,ADS02232A,18496
86,ADS02232B,18500
86,ADS02236AB,576
86,ADS02242AB,30278
86,ADS02242C,30280
86,ADS02242D,30282
86,ADS02247,28377
86,ADS02247A,28376
86,ADS02247B,28378
86,ADS02257A,8565
86,ADS02257AB,8564
86,ADS02257B,8563
86,ADS02261A,2107
86,ADS02261AB,2108
86,ADS02261B,2109
86,ADS02265,27455
86,ADS02292A,17449
86,ADS02292B,17445
86,ADS02301,7277
86,ADS02316A,24411
86,ADS02316B,24410
86,ADS02335A,21170
86,ADS02335B,21171
86,ADS02343B,17112
86,ADS02356A,27740
86,ADS02375,8726
86,ADS02377A,23389
86,ADS02377AB,23388
86,ADS02377B,23387
86,ADS02390A,15596
86,ADS02390AB,15595
86,ADS02390B,15594
86,ADS02397,18414
86,ADS02402B,31074
86,ADS02406A,24165
86,ADS02409A,16455
86,ADS02409B,16456
86,ADS02416A,216
86,ADS02416AB,215
86,ADS02416B,214
86,ADS02427A,22298
86,ADS02427B,22299
86,ADS02434B,17113
86,ADS02436AB,23089
86,ADS02444A,1499
86,ADS02444AB,1498
86,ADS02444B,1497
86,ADS02446A,16266
86,ADS02446AB,16265
86,ADS02446B,16264
86,ADS02451A,2418
86,ADS02451B,2419
86,ADS02452A,23167
86,ADS02452AB,23166
86,ADS02452B,23165
86,ADS02464,24097
86,ADS02465A,29056
86,ADS02465B,29055
86,ADS02484A,341
86,ADS02484AB,340
86,ADS02484B,339
86,ADS02507A,26153
86,ADS02514A,14081
86,ADS02514B,14080
86,ADS02515A,6915
86,ADS02515B,6914
86,ADS02531,4845
86,ADS02533A,24102
86,ADS02544A,22582
86,ADS02544AB,22581
86,ADS02544B,22580
86,ADS02559A,18666
86,ADS02559AB,18665
86,ADS02559B,18664
86,ADS02563A,22478
86,ADS02563AB,22479
86,ADS02563B,22480
86,ADS02576A,23188
86,ADS02576B,23191
86,ADS02582A,11474
86,ADS02582B,11473
86,ADS02591A,3968
86,ADS02591B,3967
86,ADS02592B,22388
86,ADS02594A,19043
86,ADS02594B,19042
86,ADS02602AB,5967
86,ADS02602B,5968
86,ADS02612A,22604
86,ADS02612AB,22603
86,ADS02612B,22602
86,ADS02616AB,10039
86,ADS02628A,13433
86,ADS02628AB,13432
86,ADS02628B,13431
86,ADS02630AB,17719
86,ADS02644A,168
86,ADS02644B,167
86,ADS02650A,22988
86,ADS02650BC,22990
86,ADS02662A,14055
86,ADS02668A,14311
86,ADS02668AB,14312
86,ADS02668B,14313
86,ADS02680,18927
86,ADS02706A,28713
86,ADS02706AB,28712
86,ADS02706B,28711
86,ADS02714,9106
86,ADS02714A,9107
86,ADS02714B,9105
86,ADS02721A,9313
86,ADS02721B,9311
86,ADS02726A,13629
86,ADS02726AB,13630
86,ADS02726B,13631
86,ADS02727A,9737
86,ADS02727AB,9738
86,ADS02727B,9739
86,ADS02730AB,13587
86,ADS02730C,13588
86,ADS02757A,17455
86,ADS02757B,17456
86,ADS02767A,9683
86,ADS02767B,9684
86,ADS02768AB,20889
86,ADS02772A,14105
86,ADS02772AB,14106
86,ADS02772B,14108
86,ADS02783A,21081
86,ADS02783B,21079
86,ADS02795A,9650
86,ADS02795AB,9651
86,ADS02795B,9649
86,ADS02795C,9648
86,ADS02799AB,10633
86,ADS02803A,24248
86,ADS02803B,24250
86,ADS02803C,24242
86,ADS02828AB,21218
86,ADS02850A,24680
86,ADS02850B,24678
86,ADS02894A,24149
86,ADS02894B,24147
86,ADS02910A,16335
86,ADS02910AB,16336
86,ADS02910B,16337
86,ADS02911,3239
86,ADS02922AB,31035
86,ADS02923A,2609
86,ADS02923BC,2610
86,ADS02948A,8875
86,ADS02948B,8873
86,ADS02949A,25952
86,ADS02949AB,25953
86,ADS02949B,25954
86,ADS02952AB,30996
86,ADS02959A,16593
86,ADS02959AB,16594
86,ADS02959B,16595
86,ADS02995A,16060
86,ADS02995AB,16061
86,ADS02995B,16062
86,ADS02999A,5770
86,ADS02999AB,5769
86,ADS02999B,5768
86,ADS03005A,31040
86,ADS03005AB,31041
86,ADS03005B,31042
86,ADS03015A,16899
86,ADS03041AB,25222
86,ADS03046,10829
86,ADS03046A,10830
86,ADS03046B,10828
86,ADS03047A,29017
86,ADS03047AB,29018
86,ADS03047B,29019
86,ADS03065A,869
86,ADS03065AB,870
86,ADS03065B,871
86,ADS03072A,2998
86,ADS03072AB,2999
86,ADS03072B,3000
86,ADS03080A,18759
86,ADS03080B,18758
86,ADS03082AB,13437
86,ADS03102,7909
86,ADS03135AB,6376
86,ADS03155A,16746
86,ADS03155B,16744
86,ADS03161A,10660
86,ADS03161B,10661
86,ADS03169A,5717
86,ADS03169AB,5718
86,ADS03169B,5719
86,ADS03172AB,17754
86,ADS03174A,3877
86,ADS03174AB,3878
86,ADS03174B,3879
86,ADS03179A,9927
86,ADS03179B,9929
86,ADS03188A,14251
86,ADS03191AB,9111
86,ADS03197A,26467
86,ADS03197AB,26466
86,ADS03197B,26465
86,ADS03206A,7108
86,ADS03206AB,7109
86,ADS03206B,7110
86,ADS03210AB,7547
86,ADS03214A,24450
86,ADS03214AB,24451
86,ADS03214B,24452
86,ADS03224A,7664
86,ADS03224B,7671
86,ADS03226A,7219
86,ADS03226B,7220
86,ADS03239A,28705
86,ADS03239AB,28704
86,ADS03239B,28703
86,ADS03241AB,30202
86,ADS03243A,12844
86,ADS03243B,12847
86,ADS03248AB,6225
86,ADS03264A,6000
86,ADS03264AB,6001
86,ADS03264B,6002
86,ADS03266A,1621
86,ADS03266B,1622
86,ADS03275,15827
86,ADS03275A,15826
86,ADS03275B,15829
86,ADS03279A,2148
86,ADS03279B,2147
86,ADS03297A,7143
86,ADS03297AB,7144
86,ADS03297B,7145
86,ADS03303,16454
86,ADS03330A,7820
86,ADS03330AB,7821
86,ADS03330B,7822
86,ADS03334AB,21336
86,ADS03340A,28138
86,ADS03340AB,28139
86,ADS03340B,28140
86,ADS03353A,11214
86,ADS03353AB,11212
86,ADS03353B,11211
86,ADS03355A,27594
86,ADS03355B,27595
86,ADS03358ABC,21257
86,ADS03389,22054
86,ADS03390A,15755
86,ADS03390AB,15756
86,ADS03390B,15757
86,ADS03391AB,22513
86,ADS03405AB,29865
86,ADS03417A,1612
86,ADS03417AB,1613
86,ADS03417B,1615
86,ADS03432A+,21928
86,ADS03442A,21186
86,ADS03442B,21184
86,ADS03445A,25141
86,ADS03445AB,25142
86,ADS03445B,25143
86,ADS03475AB,3753
86,ADS03483AB,5250
86,ADS03484A,374
86,ADS03484B,375
86,ADS03491,8053
86,ADS03491A,8054
86,ADS03491B,8052
86,ADS03520AB,20907
86,ADS03520C,20904
86,ADS03536AB,21325
86,ADS03558AB,283
86,ADS03572A,15969
86,ADS03572AB,15970
86,ADS03572B,15974
86,ADS03581A,13401
86,ADS03581AB,13400
86,ADS03581B,13399
86,ADS03588AB,28537
86,ADS03589A,16554
86,ADS03596AB,1516
86,ADS03596ABB,1515
86,ADS03596B,1514
86,ADS03608AB,11093
86,ADS03614AB,8370
86,ADS03623B,474
86,ADS03652AB,905
86,ADS03672AB,7973
86,ADS03674A,25819
86,ADS03674B,25820
86,ADS03686A,27880
86,ADS03686AB,27879
86,ADS03686B,27881
86,ADS03701AB,7409
86,ADS03709AD,9888
86,ADS03711AB,2695
86,ADS03727A,17837
86,ADS03727AB,17836
86,ADS03727B,17838
86,ADS03730A,11660
86,ADS03730BC,11661
86,ADS03737A,2576
86,ADS03737AB,2575
86,ADS03737B,2574
86,ADS03738A,23546
86,ADS03738AB,23547
86,ADS03738B,23545
86,ADS03739A,16514
86,ADS03739B,16515
86,ADS03744A,13549
86,ADS03744AB,13550
86,ADS03744B,13551
86,ADS03778A,27287
86,ADS03778B,27286
86,ADS03780AB,20749
86,ADS03799AB,609
86,ADS03812AB,19373
86,ADS03824A,13768
86,ADS03824B,13769
86,ADS03824C,13767
86,ADS03827A,2660
86,ADS03827AB,2659
86,ADS03827B,2658
86,ADS03842A,17834
86,ADS03842B,17833
86,ADS03854A,7333
86,ADS03854AB,7332
86,ADS03854B,7331
86,ADS03866A,8113
86,ADS03866B,8111
86,ADS03886A,16830
86,ADS03900A,24715
86,ADS03900AB,24714
86,ADS03900B,24711
86,ADS03910A,29043
86,ADS03910B,29036
86,ADS03927AB,26223
86,ADS03934A,13705
86,ADS03934B,13706
86,ADS03941A,23894
86,ADS03941B,23890
86,ADS03941C,23897
86,ADS03949A,1654
86,ADS03956A,22947
86,ADS03956AB,22946
86,ADS03956B,22945
86,ADS03959A,799
86,ADS03959AB,798
86,ADS03959B,797
86,ADS03969A,6173
86,ADS03969B,6175
86,ADS03981A,10311
86,ADS03981B,10314
86,ADS03981BA,10312
86,ADS03991A,24038
86,ADS03991AB,24039
86,ADS03991B,24041
86,ADS03991BC,24042
86,ADS03991C,24043
86,ADS04002A,24514
86,ADS04002AB,24513
86,ADS04002B,24512
86,ADS04034A,29364
86,ADS04034B,29362
86,ADS04067A,13343
86,ADS04067B,13341
86,ADS04072AB,14786
86,ADS04076,13342
86,ADS04076AB,23349
86,ADS04099A,21514
86,ADS04099B,21513
86,ADS04115,1867
86,ADS04130A,24819
86,ADS04130B,24818
86,ADS04139A,8071
86,ADS04139AB,8070
86,ADS04139B,8068
86,ADS04157A,30180
86,ADS04157B,30178
86,ADS04166,13131
86,ADS04177A,23002
86,ADS04177AB,23003
86,ADS04177B,23004
86,ADS04179A,3323
86,ADS04179B,3324
86,ADS04181A,3459
86,ADS04181AB,3460
86,ADS04181B,3461
86,ADS04186A,25407
