prog_id,target_name,target_id
1,101.121,10573
1,101.123,9498
1,101.125,9526
1,101.139,9876
1,101.141,10334
1,101.146,10515
1,101.148,10705
1,101.149,9663
1,101.151,9502
1,101.159,10065
1,101.160,9897
1,101.161,10323
1,101.168,9780
1,101.171,10225
1,101.176,9884
1,101.178,10233
1,101.181,9798
1,101.186,10112
1,101.191,10245
1,101.192,9851
1,101.200,10773
1,101.202,9685
1,101.203,10024
1,101.206,9644
1,101.210,10510
1,101.229,10267
1,101.240,9915
1,101.241,10136
1,101.242,10023
1,101.245,9842
1,101.254,10643
1,101.285,10133
1,101.294,10104
1,101.301,10026
1,101.302,10398
1,101.311,9626
1,101.312,9963
1,101.313,9735
1,101.314,9782
1,101.315,10203
1,101.328,10234
1,101.365,10615
1,101.386,9983
1,101.403,9691
1,101.419,9803
1,101.426,9543
1,101.428,9668
1,101.431,10435
1,101.432,10361
1,101.441,9742
1,101.456,9830
1,101.498,10142
1,101.510,9645
1,101.515,9589
1,101.518,9627
1,101.523,9920
1,101.537,9580
1,101.544,10673
1,101.560,10565
1,101.563,10043
1,101.576,9687
1,101.583,9837
1,101.590,10642
1,101.597,9637
1,101.640,9673
1,101.676,10187
1,101.694,9753
1,101.710,10825
1,101.724,10616
10,102,1723
1,102.005,9068
1,102.182,8284
1,102.224,9265
1,102.230,9494
1,102.243,9049
1,102.259,9138
1,102.293,8777
1,102.346,8955
1,102.383,9007
1,102.388,8548
1,102.437,9368
1,102.488,8620
1,102.530,8710
1,102.553,8640
44,1022+1121,3765
44,1022+12,4949
42,1022.3+1259,4949
14,102425,3225
56,102509B,8154
1,103.079,10676
1,103.158,11002
1,103.170,10940
1,103.284,10269
1,103.288,9964
1,103.361,10629
1,103.416,10939
1,103.419,11376
1,103.454,10139
1,103.652,11116
1,103.665,11544
1,103.684,11330
1,103.756,10654
1,103.824,11579
1,103.876,10968
1,103.904,10951
1,103.908,11055
14,1033+46,19009
48,103459,24227
1,104.215,11419
1,104.265,10978
1,104.293,11753
1,104.304,11653
1,104.325,9980
1,104.793,11713
58,1041+69,23250
43,10419,3009
43,10434,3273
43,10435,3036
43,10446,2987
43,10448,3201
58,1048-28,31007
32,1049-0849,26553
32,104927,4006
1,105.088,8697
1,105.136,8580
1,105.198,8457
1,105.437,9416
1,105.482,9309
1,105.595,9205
58,1050+13,5266
32,1050-0925,26698
14,105104,6404
58,1052+72,23402
43,10539,3382
43,10546,3251
14,105624,5691
43,10566,3451
32,106516,7068
10,107,1610
32,107-1,27663
32,107-100,27651
32,107-108,27667
32,107-110,27659
32,107-111,27645
32,107-115,27640
32,107-123,27587
32,107-127,27622
32,107-133,27600
32,107-140,27633
32,107-145,27604
32,107-146,27612
32,107-16,27660
32,107-166,27627
32,107-168,27637
32,107-17,27688
32,107-170,27634
32,107-172,27631
32,107-188,27603
32,107-20,27648
32,107-200,27579
32,107-201,27569
32,107-205,27581
32,107-215,27617
32,107-217,27624
32,107-220,27630
32,107-224,27626
32,107-228,27639
32,107-23,27657
32,107-235,27635
32,107-236,27638
32,107-243,27614
32,107-245,27616
32,107-246,27625
32,107-247,27623
32,107-254,27596
32,107-257,27602
32,107-259,27611
32,107-262,27619
32,107-270,27597
32,107-273,27599
32,107-278,27628
32,107-30,27641
32,107-35,27642
32,107-42,27666
32,107-47,27687
32,107-62,27644
32,107-63,27654
32,107-72,27677
32,107-81,27652
32,107-90,27632
32,107-95,27643
32,107-E,27605
32,107-F,27607
32,107-G,27656
32,107-H,27589
32,107-I,27649
32,107-J,27588
32,107-K,27665
32,107-N,27653
32,107-O,27674
32,107-Q,27598
32,107-R,27670
32,107-S,27601
32,107-T,27584
32,107-U,27593
10,108,1705
32,108559,5464
43,108619,2528
43,108621,2545
43,108649,2515
48,108754,24788
10,109,1832
47,109-RCP,30751
32,109552,98
32,109577,221
14,10IIIC,22875
14,10LAC,16420
32,10LAC,16420
11,11-04,25708
11,11-10,25709
11,11-1090,25771
14,11-1095,25745
11,11-11,25710
11,11-1101,25739
11,11-1111,25729
11,11-1117,25732
11,11-1145,25725
14,11-1146,25733
11,11-1184,25749
11,11-1223,25719
11,11-1248,25744
14,11-1250,25746
11,11-1256,25738
11,11-1286,25702
11,11-13,25760
11,11-136,25769
11,11-1364,25706
11,11-1423,25756
11,11-1446,25730
11,11-160,25741
11,11-1625,25743
11,11-1626,25682
11,11-1658,25696
11,11-1664,25695
11,11-17,25711
11,11-1837,25713
11,11-1888,25722
11,11-2000,25723
43,11-2450,3550
43,11-2454,3794
43,11-2534,3517
43,11-2537,3631
43,11-2541,3576
43,11-2555,3584
43,11-2573,3544
11,11-320,25766
14,11-334,25774
11,11-411,25717
11,11-45,25712
14,11-574,25705
11,11-591,25780
14,11-628,25691
11,11-660,25757
11,11-663,25720
11,11-669,25759
11,11-686,25737
14,11-693,25734
11,11-779,25714
11,11-816,25726
11,11-827,25728
11,11-899,25736
11,11-9,25747
11,11-916,25740
11,11-926,25735
11,11-963,25703
11,11-XYZ,25754
18,11012,26994
43,110430,3326
43,110465,3346
43,110531,3191
14,111-18,15317
15,111-38B,17467
14,11104,22645
32,1112+1311,4991
43,111424,3680
43,111450,3516
43,111471,3657
43,111478,3474
43,111501,3522
48,111515,351
43,111518,3523
14,11156,495
43,111565,3534
43,111574,3541
14,111812,11453
56,1119-24,30252
56,1119-24N,30251
56,1119-24S,30253
58,1121+17,6556
43,112500,3980
43,112519,4553
32,1127,19952
44,1127-15,28233
46,112754B,11278
43,113650,4907
43,113668,4989
43,113674,5045
43,113700,5044
43,113702,4896
43,11422,3671
43,11423,3581
43,114448,5421
43,114582,5393
43,114629,5233
14,114642,28480
43,11477,3633
43,11482,3604
43,11494,3440
43,11514,3538
32,1152+2344,9447
43,115376,5653
43,115386,5427
43,115427,5491
43,115430,5583
43,11549,3603
48,115577,30952
43,11564,3590
43,11566,3791
58,1157-09,26811
14,11581,22978
14,1159+12,4599
32,1171,20018
43,117629,6571
32,117876,9968
32,1183,20305
43,118754,7180
43,119650,7659
14,11IIIC,22866
3,11LORI,4388
35,11LORI,4388
43,12-2413,3853
43,12-2428,3846
43,12-2476,4153
43,12-2528,3935
43,12-2535,3990
43,12-2540,3951
43,12-2550,3936
43,12-2562,4728
43,12-2598,4011
43,12-2604,3871
43,12-2609,3923
43,12-2611,4045
58,1201+19,7495
14,120170,26472
18,12029,26974
44,1208+3924,16448
43,120832,7870
43,120845,7919
32,120933,14425
44,1211+12,4270
42,1211.8+1206,4270
14,12117,22917
58,1212-05,25658
32,1213+3809A,15971
32,1213+3809B,15975
43,121360,8388
43,121401,8322
43,121418,8387
43,121458,8304
43,121458S,8299
42,1215.0+6932,23280
32,1216+2818,11668
32,1216+2818B,11667
43,121629,8294
58,1217-18,29253
32,121710,11431
48,121953,23069
44,1222+25,10626
32,1224+7531,23502
32,1224+7531NW,23501
43,122499,8831
14,1225+31,13357
48,122693,10093
58,1227+31,13363
58,1234+59,22505
58,1234-17,28803
43,123411,9059
58,1235+07,2210
43,123617,9293
32,1242,23475
43,12427,4220
43,124350,9652
43,124384,9504
58,1244+38,16192
43,124422,9715
43,124428,9435
43,12451,4615
43,124639,9562
43,124687,9660
43,124693,9500
44,1247-0548,25670
58,1248-29,31215
43,12481,4496
43,12491,3927
43,12505,4186
14,12518,22658
43,12532,4589
44,1254+01,419
42,1254.9+0142,419
43,125457,10284
43,125515,10246
43,125524,10239
43,12575,4624
43,12601,4385
43,12607,4653
43,12613,3926
43,126238,10428
43,126345,10657
48,126660,20848
32,126778,14277
43,127091,11071
43,127156,11120
43,128007,11573
43,128018,11430
43,128261,11503
10,129,1686
32,129245,23609
48,129357,12268
3,12LORI,4381
14,12LORI,4381
43,13-2476,5013
43,13-2494,4919
43,13-2498,4934
43,13-2502,4837
43,13-2503,5040
43,13-2540,5070
43,13-2571,4838
43,13-2592,4822
43,13-2594,4883
43,13-2620,5103
43,13-2626,4776
43,13-2647,4962
43,13-2661,5011
43,13-2669,4942
43,13-2677,4914
43,13-2702,4931
10,130,1743
43,130193,12421
58,1302-25,30410
18,13020,26949
18,13025,26945
18,13043,26950
18,13059,26963
43,131315,13143
43,132232,13447
43,132448,13346
58,1326-23,29988
58,1330-06,26004
44,1330-08,26320
42,1330.6-0811,26320
14,1331+17,6536
43,133218,13646
58,1333+73,23444
43,133409,13659
90,1342-001,15734
90,1342-002,15655
90,1342-003,15754
90,1342-004,15685
90,1342-005,15639
90,1342-006,15671
90,1342-007,15730
90,1342-008,15645
90,1342-009,15748
90,1342-010,15717
90,1342-011,15664
90,1342-012,15618
90,1342-013,15727
90,1342-014,15638
90,1342-016,15690
90,1342-017,15672
90,1342-018,15674
90,1342-019,15691
90,1342-020,15648
90,1342-021,15679
90,1342-022,15711
90,1342-023,15634
90,1342-024,15701
90,1342-025,15680
90,1342-026,15662
90,1342-027,15676
90,1342-028,15587
90,1342-029,15699
90,1342-030,15728
90,1342-031,15716
90,1342-032,15708
90,1342-033,15714
43,134230,14261
43,134281,14192
43,134302,14174
43,134347,14089
43,134349,14061
43,134368,14082
43,134415,14023
43,134416,14207
43,134420,14360
43,134480,14276
43,134507,14088
58,1346+39,16611
43,13472,5063
14,1350.8+1810,7113
42,1350.8+1810,7113
43,13500,4893
43,135266,14557
43,13528,4925
43,135329,14523
58,1354-30,31566
43,135430,14466
43,135433,14582
43,135503,14441
43,135504,14658
43,13591,4876
43,13595,4933
15,136-101,7574
43,13613,4775
17,136202B,531
43,136207,14870
43,13625,4924
43,13627,5066
43,13649,4839
32,1368,20005
43,13693,4894
43,13694,4770
43,13698,4895
10,137,1876
43,13713,5121
43,137287,15476
43,137391,15337
43,137427,15340
47,138,30804
43,138251,15614
43,138290,15979
43,138325N,15906
43,138325NW,15911
43,138325S,15893
43,138325SW,15903
43,138407,15936
48,139007,10333
43,139470,16401
43,139476,16136
43,139497,16174
43,139614,16249
43,139647,16369
43,139687,16181
14,139TAU,10819
14,13III52,15264
47,13III58,15268
43,14-2438,5197
43,14-2448,5409
43,14-2550,5285
43,14-2558,5165
43,14-2604,5307
43,14-2608,5435
43,14-2626,5187
43,14-2642,5168
43,14-2645,5230
43,14-2675,5332
43,140458,16603
43,140540,16533
58,1408-28,31056
58,1410-29,31226
43,141228,17362
43,141236,17181
43,141269,17254
43,141359,17199
43,141364,17196
43,141391,17227
58,1416+67,23148
43,142242,17508
43,142373,17526
43,142375,17606
43,142396,17634
58,1424+04,1388
43,142420,17500
43,142450,17427
43,143155,17829
43,143161,17811
43,143322,17818
58,1434+26,11125
44,1441+5208,20858
32,1441+5222,20925
42,1441.7+5208,20858
43,144245,18071
43,14429,5357
43,14442,5126
43,14449,5284
43,14462,5149
43,14481,5138
43,14487,5333
43,145055,18464
58,1452-21,29822
43,14526,5134
43,14531,5161
43,14535,5356
43,14542,5432
32,1455+2121,8509
32,1457+2108,8421
43,14572,5199
43,14573,5422
43,14582,5423
43,14598,5379
43,14599,5288
10,146,1668
32,146006,25597
14,146051,24892
43,14610,5336
43,14615,5334
43,14618,5192
43,14627,5297
43,14646,5203
43,14648,5183
43,14659,5171
43,14685,5302
43,146867,18907
14,147009,29457
14,147010,29464
14,147103,29481
14,149881,5521
17,14ARI,10814
14,14CEP,22272
43,15-2376,5701
43,15-2382,5524
43,15-2399,5783
43,15-2405,5617
43,15-2418,5627
43,15-2453,5610
43,15-2471,5554
43,15-2483,5439
43,15-2517,5509
43,15-2542,5631
43,15-2579,5727
43,15-2603,5816
43,15-2615,5683
43,15-2617,5672
43,15-2627,5737
43,15-2643,5775
43,15-2647,5488
10,151,1841
58,1515+36,15231
58,1519+14,5465
58,1519+31,13321
58,1521-22,29935
42,1521.2+3027,12803
14,1521.2+3027A,12802
42,1521.2+3027A,12802
42,1521.2+3027B,12804
61,1522-127,27535
58,1525+19,7854
58,1526+04,1154
14,1528+08,2682
42,1528.5+0844,2722
58,1529+03,1106
58,1530-15,28234
58,1530-27,30752
58,1531+78,23589
14,1532+09,2932
44,1532+09,2932
14,1534.6+5447,21508
42,1534.6+5447,21508
43,15370,5681
43,15389,5700
43,15396,5720
43,15398,5539
15,154-32N,26189
43,15401,5702
144,15404,6663
58,1541-01,24305
48,154183,10666
14,1543+09,2855
54,1543+09,2855
43,15433,5540
43,15440,5767
43,15454,5636
32,1546+1132,3883
58,1548+15,5748
43,15481,5740
48,154962,24933
43,15506,5534
58,1552-12,27530
44,1552-23,30051
47,1552-23,30051
43,15521,5590
43,15522,5569
58,1553-18,28993
32,1554,21078
43,15554,5678
58,1557-12,27409
14,155806,32011
43,15586,5779
43,15587,5594
32,1559+1753,7019
32,1559+4202,17583
44,1559-22,29911
44,1559-2B,29912
15,156-48E,25035
15,156-48W,25033
32,156074,17642
43,15611,5638
43,15613,5630
43,15626,5781
48,156563,10346
14,156897,29689
15,157-41A,24246
15,157-41AB,24245
15,157-41B,24244
15,158-100,27351
15,158-102,25868
15,158-104,25973
3,15LORI,4733
14,15SGR,29615
14,15SMON,3304
28,16-0068,17700
28,16-0069,17696
28,16-0077,17647
28,16-0078,17645
28,16-0178,17820
28,16-0179,17816
28,16-0227,17750
28,16-0228,17751
28,16-0268,17896
28,16-0269,17894
14,16-0277,17825
28,16-0277,17825
28,16-0278,17824
28,16-0467,18010
28,16-0468,18013
28,16-0600,18112
28,16-0601,18110
14,16-0615,18080
28,16-0615,18080
14,16-0616,18078
28,16-0616,18078
28,16-1006,18442
28,16-1007,18441
28,16-1063,18522
28,16-1064,18519
28,16-1425,17757
28,16-1426,17758
28,16-1427,17725
28,16-1428,17721
28,16-1449,17966
28,16-1450,17963
28,16-1451,17954
28,16-1452,17950
28,16-1476,18392
14,16-1477,18390
28,16-1477,18390
14,16-1482,18448
28,16-1482,18448
28,16-1482B,18447
14,16-1483,18452
28,16-1483,18452
28,16-1568,18811
28,16-1570,18815
28,16-1570E,18817
28,16-1570W,18816
14,16-1712,18892
28,16-1712,18892
14,16-1713,18889
28,16-1713,18889
28,16-1739,18837
28,16-1740,18839
28,16-1979,19020
14,16-1980,19023
14,16-1981,19030
28,16-1981,19030
14,16-1982,19031
28,16-1982,19031
28,16-2079,19059
14,16-2080,19056
28,16-2080,19056
28,16-2217,19293
28,16-2218,19286
14,16-2219,19287
28,16-2219,19287
43,16-2311,6149
43,16-2374,6056
43,16-2377,5988
43,16-2502,5924
43,16-2505,6172
43,16-2513,6032
43,16-2513A,6031
43,16-2513B,6033
43,16-2533,6079
43,16-2581,6156
43,16-2586,6040
28,16-2592,19435
43,16-2593,5966
28,16-2593_LICK,19432
28,16-2594,19429
28,16-2595,19428
14,16-2809,19572
28,16-2809,19572
28,16-2810,19576
28,16-2897,19626
28,16-2898,19627
14,16-3104,19653
28,16-459B,19023
28,16-B1A,18744
28,16-B1B,18743
28,16-B2A,18689
28,16-B2B,18690
28,16-B3A,18550
28,16-B3B,18549
28,16-B4A,19768
28,16-B4B,19767
28,16-B5A,19074
28,16-B5B,19075
28,16-B6,19266
28,16-B6A,19265
28,16-B6B,19268
28,16-B7A,19652
28,16-B7AN,19653
28,16-B7AS,19651
28,16-B7B,19650
28,16-C1,18273
28,16-C2,18271
28,16-D1,18977
28,16-D2,18979
28,16-G1,19119
28,16-G2,19117
28,16-H1,19222
28,16-H2,19219
28,16-I1,18190
28,16-I2,18189
28,16-J1,18965
28,16-J2,18966
28,16-K1,18431
28,16-K2,18434
28,16-L1,18472
28,16-L2,18471
32,1601+4119,17384
58,1603-21,29780
14,160529,32003
58,1608+25,10367
58,1610+25,10275
14,161096,1362
58,1611-32,31812
32,1613+3105,13158
47,1614+3114,13235
44,1614+3239,13725
48,161797A,11530
48,161797B,11529
58,1618-07,26130
10,162,1819
58,1623+19,7563
58,1624-31,31614
58,1626+34,14564
58,1626-19,29275
43,16278,6228
14,162928,26940
43,16294,5958
14,162978,30267
58,1630-16,28452
43,16305,5853
43,16317,6042
43,16318,6016
58,1632+66,23144
58,1633+37,15663
44,1634+2638,11037
14,1634+70,23336
42,1634.8+2638,11037
44,1635+26,11137
42,1635.0+2651,11137
58,1636+14,5380
43,16387,5841
32,1640+5349,21319
44,1640+62,22865
42,1640.4+6225,22865
43,16414,5951
58,1643+12,4627
43,16432,6035
43,16438,5971
14,164402,29919
14,164438,29205
43,16455,5823
58,1646-19,29305
43,16483,5831
58,1649+15,5674
58,1650+05,1660
58,1652+49,20050
43,16522,6110
58,1653-30,31473
32,1654-0415,25074
58,1655-02,24619
58,1655-09,26665
43,16553,5843
14,165784,29740
14,166620,16213
14,166734,26968
14,168607,28536
17,16895B,20169
14,169034,27805
48,169245,10928
14,169454,27895
14,169754,27179
14,16IIIC,22844
3,16LORI,4736
43,17-2422,6419
43,17-2435,6552
43,17-2453,6549
43,17-2536,6357
43,17-2602,6319
43,17-2631,6293
43,17-2634,6583
43,17-2641,6725
43,17-2672,6662
43,17-2682,6669
43,17-2691,6501
58,1703-10,26889
44,1704+54,21464
58,1704-16,28445
58,1704-31,31711
14,1704.3+5432,21464
42,1704.3+5432,21464
58,1707+18,7418
14,170740,27028
44,1709+54NW,21477
44,1709+54SE,21475
42,1709.2+5432,21475
42,1709.2+5432A,21477
14,170938,28337
10,171,1845
58,1712-09,26754
58,1713+04,1399
58,1714-17,28837
58,1715-11,27311
58,1719+22,9193
58,1722-03,24708
58,1724-06,25704
58,1732+53,21372
58,1733+15,5977
58,1735-20,29644
44,1737+6847,23248
58,1738-16,28626
43,17398,6670
43,17399,6494
58,1742-16,28449
43,17441,6317
58,1746+22,9028
44,1746+67,23194
43,17493,6524
47,175,30087
43,17500,6545
43,17501,6720
44,1751+7046,23344
47,1751+7046,23344
43,17513,6443
43,17519,6420
58,1752-13,27810
43,17531,6547
58,1754+11,3795
58,1754-19,29273
58,1755+29,12577
58,1756-31,31601
58,1757+23,9524
43,17591,6715
10,177,1763
48,177758,27294
3,17LORI,4544
43,18-2521,6964
43,18-2531,6844
43,18-2587,6820
43,18-2595,6829
43,18-2655,6991
43,18-2659,6784
43,18-2664,6917
43,18-2711,6811
43,18-2792,7140
43,18-2807,7103
10,180,1675
58,1801-28,30897
58,1804+08,2631
58,1804+20,8166
58,1805-31,31586
32,1806+6944,23301
32,1806+6944A,23302
32,1806+6944B,23303
44,1810+69,23297
42,1810.5+6940,23297
14,1812-00,29402
58,1814+03,1121
58,1815+06,2188
14,1816-06,25864
10,181E,1864
10,181W,1865
58,1822+39,16622
58,1823-21,29800
58,1823-25,30379
58,1825-16,28623
58,1826+06,1982
58,1826+49,20190
32,1826+7256,23429
58,1827-20,29459
32,1829+0833,2732
58,1829-09,26747
14,182918,9117
58,1830-20,29476
58,1831+03,1124
14,183143,7260
44,1832+04,1209
58,1833+07,2427
58,1834+10,3532
58,1835+08,2791
48,183877,30893
58,1839+04,1374
58,1840+12,4809
58,1842-09,26581
58,1842-17,28752
58,1843+43,18125
58,1847-09,26693
48,184700,23811
48,184768,31
44,1849+79,23624
42,1849.2+7953,23624
58,1850-21,29746
58,1851-12,27478
58,1853-11,27079
58,1856+16,6514
58,1856-29,31213
43,18584,6937
14,185859,8241
14,1859+69,23312
43,18612,6965
43,18640,6946
43,18668,7105
14,186745,9694
14,186841,9776
43,18700,6898
43,18754,7127
43,18758,6839
43,18759,7152
14,187835,30399
14,187983,10232
59,188-1-102,23705
59,188-1-112,23699
59,188-1-3,23710
59,188-1-32,23719
59,188-1-43,23721
59,188-1-5,23708
59,188-1-50,23715
59,188-1-93,23704
59,188-2-105,23718
59,188-2-119,23712
59,188-2-138,23703
59,188-2-31,23701
59,188-2-46,23716
59,188-2-82,23723
59,188-3-129,23726
59,188-3-132,23725
59,188-3-146,23724
59,188-3-151,23720
59,188-3-39,23698
59,188-3-74,23714
32,188-f1n17,23706
32,188-f1n5,23717
32,188-f1n7,23713
32,188-f1n9,23709
32,188-f2n1,23700
32,188-f3n9,23722
32,188-f5n4,23711
32,188-f5n8,23702
43,18803,6981
43,18805,7035
14,188209,19322
14,188439,19623
48,189558,27385
43,19-2462,7583
43,19-2479,7337
43,19-2552,7693
43,19-2568,7561
43,19-2604,7354
43,19-2622,7296
43,19-2641,7382
43,19-2670,7421
43,19-2672,7391
43,19-2705,7353
43,19-2760,7276
10,190,1782
14,1901-16,6331
58,1903+08,2591
32,1904-15,30210
58,1904-17,28691
58,1904-28,31053
58,1905-22,29853
58,1906-12,27413
14,190603,13605
58,1907+29,12523
58,1909+67,23171
58,1909-32,31892
58,1911+46,19298
58,1911-18,29136
58,1912+04,1279
58,1913-19,29262
58,1916+00,143
